tokenize,SCREEN#Positive,SCREEN#Neutral,SCREEN#Negative,CAMERA#Positive,CAMERA#Neutral,CAMERA#Negative,FEATURES#Positive,FEATURES#Neutral,FEATURES#Negative,BATTERY#Positive,BATTERY#Neutral,BATTERY#Negative,PERFORMANCE#Positive,PERFORMANCE#Neutral,PERFORMANCE#Negative,STORAGE#Positive,STORAGE#Neutral,STORAGE#Negative,DESIGN#Positive,DESIGN#Neutral,DESIGN#Negative,PRICE#Positive,PRICE#Neutral,PRICE#Negative,GENERAL#Positive,GENERAL#Neutral,GENERAL#Negative,SER&ACC#Positive,SER&ACC#Neutral,SER&ACC#Negative
máy tốt trong tầm giá xài ổn pin trâu sạc cũng nhanh loa to_lớn nghe nhạc xem phim tốt,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
sau 4 tháng dùng thì trải_nghiệm vho thấy dt nàu khá tốt về camera độ mượt khi chơi game lướt face độ nhạy vân tay cảm_biến nhưng pin không dc trâu như mong_muốn nhìn_chung đt này khá tốt,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sài ổn máy đẹp camera sau rất khó lấy nét có lấy đc nét thì rất lâu pin 3340 mà mau hết lắm chạy ứng_dụng ẩn khá nhiều,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
máy mạnh xài rất ngon và tốt camera chụp hình đẹp dung_lượng bộ_nhớ cao chip g90t chơi game max phê với k nóng mà s bác nào cũng la chơi nóng vs lỗi trong khi mình chơi thì có cảm_thấy lỗi vs nóng gì đâu nhở nóng nhìu nhất cũng 40 độ thôi là cùng nói_chung máy xài rất đã và ok nhân_viên tư_vấn vui_vẻ cảm_ơn,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
nhân_viên tư_vấn nhiệt_tình máy dùng khá là ok phù_hợp với giá tiền mình bỏ ra máy ram1g không_trách khỏi lag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
thật_sự tệ mua được 7 ngày rồi 3 ngày đầu xài pin cả ngày mới hết từ ngày thứ 4 trở đi là sạc phải sạc 2 lần ngày mình chỉ dùng lướt fb zalo thôi chứ k có cài game hay gì luôn cảm_biến vân tay quá tệ nhận_diện khuôn_mặt còn tệ hơn quá thất_vọng về máy này camera trước còn thua cái dt củ mình xài hơn 2 năm màu nhợt_nhạt nhìn chán máy nhiều lúc đơ đơ ra đứng máy luôn !,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sản_phẩm tốt pin dùng ok lắm mình sử dung cả ngày 45 thái_độ phục vu nhân_viên tgdd rất nhiệt_tình vui_vẻ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7tr đồng cho một sản_phẩm có điểm antutu 135k ram 8gb chỉ để làm màu còn rất nhiều sản_phẩm khác hợp_lý hơn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
từ lúc sài androi tôi giờ chuyển qua ios cảm_giác rất sướng máy mạnh không_thể tả được máy sản_xuất 2016 đến giờ vẫn còn mượt chứ androi thì 1 5 năm thôi là giật từng màn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khá là ok máy mượt pin trâu chụp hình đẹp chỉ có điểm trừ là pin 5000 nhưng không hỗ_trợ sạc nhanh hơi tiết xíu,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
máy dùng rất tốt cam cả trc và sau chụp đẹp máy rất_chi_là sang_trọng luôn pin ok hơn nx còn có sạc pin nhanh chỉ mất khoảng 1h30 là sạc đầy,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
máy quá tệ hay lỗi camera lỗi loa trong game chơi lâu cảm_giác bị lag mình quá thất_vọng khi fan của xiaomi từ xa từ lúc sài 9s,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
máy khi gọi zalo thì không_thể lướt fb và vô mess dk còn lại đều được không pk máy bị gì hay bị lổi ứng_dụng và nóng máy không pk máy v có bị hư_không ạ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
máy thỉnh_thoảng bị đơ cứ bấm nút nguồn lại mới dùng được là sao vậy shop xin được kiểm_tra giúp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
điện_thoại lướt rất là mượt ạ ! camera chụp rất là nét thiết_kế nút home bấm rất là đã tay sử_dụng trong công_việc hay chơi game điều làm mình rất hài_lòng,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
sản_phẩm quá tốt trong tầm giá đặt_hàng online và đến tgdd được nhận hàng ngay nhân_viên tư_vấn tận_tình lịch_sự cảm_ơn thế_giới di_động đã luôn vì khách_hàng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
máy xài tốt ngon pin khoẻ bao xài cả ngày với các tác_vụ nhẹ như lướt fb duyệt web chơi game nhẹ_nhàng mua ngay hôm 14 7 còn gần 8tr nói_chung đáng trong tầm giá,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ok ! máy chạy mạnh ! kiểu_dáng đẹp_mắt ! camera chụp sắc nét ! sạc pin nhanh đầy ! android 10 quá tuyệt !,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ảnh chụp đẹp nhưng màn_hình bị ám vàng không biết máy như_vậy hay bị lỗi cho hỏi nếu do lỗi máy có đổi được không mình mua được nửa tháng,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chơi game ổn camera chụp xấu quá thua realme c2 mượt_mà trồn tru khi chơi facebook zalo mesenger,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy đẹp ổn_định pin tốt nhân_viên ok dùng thêm 1 thời_gian nữa sẽ đánh_giá thêm thích nhất_thiết kế giọt nước ko đụng hàng với iphone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
m mua đt hôm_qua sạc tới sáng 74 rút ra đi làm 90 tự động mở màn_hình vân tay lúc đk lúc ko thật_sự rất buồn ko biết làm gì bây_giờ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hiệu_năng ăn_đứt 730g pin trâu máy mượt nhân cortex a76 và gpu mali g76 qua tuyệt_vời vô_địch trong tầm giá,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ai bị lỗi đèn flash không lúc bật được lúc không cảm_ứng vân tay nghe thấy tiếng mở vân tay 5s sau mới sáng màn lỗi sập nguồn nữa dùng 10 ngày tự sập 2 lần rồi hơi thất_vọng,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mới lấy máy chiều_qua đến hiện_tại mọi thứ ok nhưng việc máy đã được khui hộp trước làm mình lấn_cấn suy_nghĩ liệu tgdđ có giao mình máy cũ không hy_vọng sau_này các bạn đưa khách xem full box trước khi mở seal cho khách an_tâm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mình mua 2 cái cho 2con chơi game free fire thấy chơi ok mà pin xài lâu hết còn sạc nhanh đầy nữa tụi nhỏ rất thích,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mình sài các dòng máy 8 triệu trở lên tính ra cũng mười máy_cái rồi nhưng lần đầu sài xiaomi thấy rất đã pin trâu mạnh hơn con chíp scom710 luôn đc cái sat nhanh hơn_nữa rất tốt,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
máy mình mua đc tầm 2 tháng gần đây lướt fb cỡ 5p là máy nóng ran lên lúc trước ko có cho hỏi có cách nào khắc_phục ko ạ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy thì sài ok nhưng bị lỗi quảng_cáo hơi bị nhiều có nhiều người chê máy kém nhưng đó chỉ là suy_nghĩ của mỗi người thôi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
thấy nhiều người chê máy bị lõi nhiều thứ quá thôi bỏ ý_định mua luôn giờ ko biết mua máy gì luôn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sản_phẩm rất tốt rát tiện và hay camera ổn net có_điều rất thích máy này là tự_động chỉnh ánh_sáng khi ra ngoài nắng và khi vào trong rất tuyệt_vời đáng đồng_tiền,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
sản_phẩm dùng rất thích máy chạy nhanh pin bền màu_sắc trang_nhã đẹp_mắt hệ_điều_hành chạy ổn_định chụp ảnh đẹp,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
a51 có chống nước không admin mấy hôm trước em làm rơi xuống hồ cá_cảnh em vớt lên vẫn sài được bình_thường thường,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy mua dc 2 tháng chơi liên_quân bật chưa max cấu_hình mà hay bị giật lag fps từ 60 giảm xuống còn 5 giật là ko chơi dc cảm_thấy thất_vọng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
vân tay đúng tệ mua chiều giờ mở được 4 lần liên_quân thì có giật lag tí_xíu khi giao_chiến,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy mình không chơi game chỉ lướt face xem youtube tầm 1 tiếng mà pin hụt nhanh ghê còn nóng nữa bắt sóng yếu còn hay bị lag điện_thoại không làm gì để qua đêm hụt hơn 6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy đẹp cầm khá chắt tay nhân_viên tư_vấn nhiệt_tình vui_vẻ kết rồi đó nha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
cái gì cũng đc riêng viềng cam sau lm tệ quá bị tróc hết lớp mạ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tại_sao con redmi note 8 pro mình mua hôm 20 6 chỉ là bản miui 11 0 4 mà nó lại k đc cập nhập lên miui bản 11 0 6 0 là sao note 8 pro đc cập nhập lên rủi mà,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sản_phẩm nhỏ gọn vân tay mượt chơi game ko lắc rất ok nhân_viên hỗ_trợ nhiệt_tình,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
sao gọi điện nghe loa thoại nhỏ quá đứng ngoài đường không nghe được gì mặc_dù tăng max volum,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thiết_kế đẹp chíp ổn hiệu_năng tốt còn pin 4000mah thì quá ổn sử_dụng dk 2 ngày còn camera chụp hình cũng đẹp,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
đã dùng gần 3 tuần máy k dùng gì tắt hết wifi 4g để qua đêm vẫn tụt 9 pin k yên_tâm về pin chút nào cả,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
điện_thoại ngon bổ rẻ chơi game ko lát chi nong may thôi như free fire liên_quan pupg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
đội_ngũ chăm_sóc khách_hàng rất tốt đổi trả ko hề phàn_nàn tôi yên_tâm khi mua hàng ở tgdd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hình_ảnh cực tệ với giá tiền này quá cao không bằng cả những dòng máy trên 2tr hình_ảnh video không có chút gì là thực hối_hận vì đã chót mua các bác đừng nên mua máy thì năng,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
so với con 20s thì con này cấu_hình mạnh hơn kiểu_dáng ok hơn nhưng thời_gian sử_dụng pin kém hơn 20s mặc_dù ko có chơi game,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mình dùng gần tháng máy xài ngon mình ít chơi game nv tư_vấn nhiệt_tình chu_đáo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
máy thực_sự quá đẹp và đẳng_cấp khả_năng hoàn_thiện phải nói là tốt nhất của samsung từ trước đến nay màn_hình tràn viền sexy và đẹp nhất thế_giới hiệu_năng thì quá mượt_mà rồi thực_sự xứng_đáng với số tiền bỏ ra,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
đã dùng được 6 tháng và đã up lên miui 11 4 từ lâu nhưng hoàn_toàn không gặp lỗi như các bạn kia bình_luận tuy_nhiên thỉnh thoản mái hơi chậm khi chuyển_đổi giữa các ứng_dụng camera thì cả camera trước và sau chụp đêm quá ưng_ý trong tầm giá nếu so con này với iphone 7 thì mình sẽ chọn con này,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nghe_nói oppo dễ bị lỗi lắm phải ko mấy bn daq định mua mà ko pit chon cái nào tốt hơn thấy cũng ngon dó nhưng chưa sài oppo bao_giờ cả ko pit ra sao tui thấy samsung ngon nhưng hơn mất,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
điện_thoại tốt tôi dùng thấy okay sẽ giới_thiệu với người khác để biết sản_phẩm này,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mới xài hơn 1tháng rất mau nóng và lag phí 7tr xài răt bực_bội bấm chữ hay bị dính videol thì bị lấy và chậm máy lại,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
máy mới mua xong chưa thấy lỗi gì tác_vụ ổn máy pin trâu loa to ổn trong tầm giá có tính_năng của những máy cao_cấp màn_hình cạnh,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
sản_phẩm tốt nhưng pin thì hao nhanh quá vân tay thì có chút vấn_đề nói_chung thì khá ok,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tôi dùng đc 2 tháng con này cái gì cũng ok mỗi cảm_biến tiệm_cận cực_kỳ tệ nhiều khi để lên nghe mà màn_hình vẫn sáng chạm vào tai trượt thanh trạng_thái xuống rồi chạm thay_đổi cài_đặt lung_tung khó_chịu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vừa cập_nhật rất tốt pin cực ổn sài cả ngày không lo và ram trống nhiều hơn giá nào chất_lượng máy ấy thôi samsung đã làm rất tốt,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
máy đẹp pin tốt cấu_hình khủng rất thích máy này chơi liên_quân rất mượt chụp hình đẹp,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sau hơn 1 tuần trải_nghiệm và sử_dụng thấy máy khá ok ổn mượt không có gì có_thể làm chậm hay làm_khó với con chip a12 bionic chụp ảnh đẹp và tiện_lợi hơn là sử_dụng 2 sim sóng_sánh rất ok chỉ có 1 điểm duy_nhất về mặt hình_thức đó là thiết_kế quá xấu viền màn_hình với khung xương máy còn đút lọt đồng_tiền polyme có bác nào bị trường_hợp đấy không ạ ?,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
đã xài và cảm_thấy rất okie sản_phẩm rất mượt chụp ảnh đẹp chơi game cũng được nhưng đôi_khi lag hỗ_trợ đa_nhiệm và chất_lượng độ_phân_giải của tấm nền amoled cực_kì ấn_tượng đáng mua,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sản_phẩm tốt trong tầm giá máy mượt đã nhiệm tốt pin để qua đêm chỉ hao 1 2 pin trâu dùng chơi game liên_tục 4h chỉ tốn 55 60 liên_quân trong tầm giá thì quá ok,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
cám ứng kém thật chơi game giât lag ko mượt bằng j7 thế mới hài chứ đúng la quảng_cáo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lần đầu_tiên xài điện_thoại của hãng xiaomi thấy xài khá ok chơi game ổn pin trâu có_điều camera lồi ra khá bất_tiện và chơi game lâu thì hơi nóng nhân_viên tư_vấn nhiệt_tình nói_chung khá ngon trong tầm giá,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
e mới mua dt reno 2f dc 12 ngày sử_dụng tốt nhưng sau em không sài thì không tốn pin cho lắm e sạc đầy pin để qua đêm chỉ hao 8 đến 9 nhưng khi em sử_dụng thì hao rất nhanh chưa đến 1 phút thì đã hao 1 pin e sử_dụng 10 phút thì hao tận 8 pin tình_trạng mấy e có bị gì không ạ e có_thể đổi mấy mới dc ko,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
quá chán ram 3g mà không chạy được gì hết đứng máy văng liên_tục thua xa cái j7 2g cùi còn chạy 1 lần 2 acc chơi cả tiếng mới văng 1 lần cái này mới mua mà chạy 1 acc văng miết cam thì xấu quét mã qr cam kéo_dài hình ra không nhận được mã qr hiện_tại không_thể sử_dụng quét mã được wf yếu sóng đt 4g yếu,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sản_phẩm khá ngon trong tầm giá chơi game vẫn ok dù máy hơi nóng và pin k trâu lắm,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
sài được không lâu máy lang dô youtube zingmp3 google đều bị dăng ra buộc phải khởi_động lại pin sài từ_từ thì thấy mua hao lắm,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
đt mới nhận về hôm_qua cảm_nhận là_hơi tốn pin nghe đt khoảng hơn 40 giây là nó tắt luôn màn_hình phải nhấn nút nguồn mới sáng cái máy cực bám vân tay miếng dán màn_hình kg có nhiều chỗ bán và giá lại cao cái nút tắt nguồn phải nằm trong cái bảng điều_khiển tắt đt phức_tạp quá chụp hình cỡ tầm iphone 6 hơi thất_vọng chút vì quảng_cáo khá rầm_rộ,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
dt sài rất tốt thiết_kế đẹp đáng trong tầm giá sạc nhanh phần mền sạc vooc rất chuẩn đúng là độc_quyền của oppo nhân_viên tgdd thị_trấn cái dầu thì rất tốt luôn sát_cánh khánh để giới_thiệu những dòng sản_phẩm mà khách_hàng luôn phân_vân ok,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
máy mượt pin cao nhưng nhanh hết chỉ đc ở mức trung_bình game chiến ok max setting vẫn mượt nhé màn_hình to rõ đẹp xem phim giải_trí cực đã loa ngoài hơi nhỏ ko to camera sau đẹp trước tạm chấp_nhận được cảm_ứng thỉnh_thoảng ko nhạy lúc chơi game ko biết do cấn tay hay lỗi,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mua 2 máy điều bị lem mực đen ngay góc sóng dt ko pk là lổi gì 1 máy 9 tháng 1 máy 2 tháng,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nhìn_chung máy đẹp rất thich không có chỗ nào để chê dc nhưng có 1 điểm là camera trước rất xấu thua mấy con oppo nữa mới mua dc 10 ngày k biết đổi máy lại dc k nữa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
máy mới mua dk 2 ngày mà chơi liên_quân đã bị giật lang màn_hình tự_nhiên tối tắt mở lại nó mới về bình_thường từ nào giờ tin tưởn sài ss mà giờ làm thất_vọng giá 8tr như_vậy thì chưa ổn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
sài được 1 tháng tất_cả mọi thứ ok mỗi_tội bắt wifi quá kém không biết có bản cập nhập khắc_phục không,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
đã mua và thất_vọng máy châm kinh_khủng loa thì rè giá tầm này mua xiaomi rdmi 8 ngon hơn nhiều thất_vọng sam sung,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
mới mua hôm_qua máy xài ổn trong tầm giá chơi game tụt pin khá nhanh nhân_viên thân_thiện nhiệt_tình,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
máy còn nóng khi choi game lq ko ad e_sợ mua về mà chơi tí đả nóng thì vứt mong mn chỉ_bảo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy mới sử_dụng nên không biết thế_nào camera chụp đẹp nhân_viên siêu_thị nhiệt_tình vui_vẻ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
googole chome cứ dẫn đường link quảng_cáo hoài bực_mình có cách nào để chặn không tgdđ đg nghe nhạc hay xem phim hay không làm gì mak đt bật mạng là xuất_hiện lên rất bực_mình ớn đt androi cài_đặt các kiểu sao cũng ko hết lm ntn để hết đây rất mong mọi người chỉ dùm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pin trâu sạc nhanh chơi game rất mượt không bị nóng nếu để cấu_hình bình_thường con cấu_hình cao chỉ hơi nóng xíu thôi cam trước_sau thì tạm ổn nói_chung rất tốt trong mọi mặt,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
màn_hình đẹp pin xài lâu camera trước và sau dùng rất thích nữ cầm_hơi nặng_tay,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
song quá yếu h ma o chạy noi quá tệ gọi nghe còn khó nữa sai_lầm khi mua xin coi lại để o ai dám mua nữa đâu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mic kém cảm_ứng rất kém định_vị không chính_xác toàn nhảy đi đâu không còn lại mọi thứ ok tầm thấp lên k đòi_hỏi hàng chất_lượng cao đc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
em mới vào game chỉnh phần turbo trên góc thì kêu è è mãi em khởi_động lại thì nó hết rồi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy dễ tróc sơn quá có nào bảo_hành lại đc ko máy rất tốt siêu mượt camera đẹp sạc siêu nhanh,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
sản_phẩm tốt cảm_giác chơi game ko quá nóng như mình nghĩ liên_quân bật max thì hơi giật nhẹ còn pubg mình mới chơi đc 1 trận nên chưa nói gì nhiều đc tối nay lại hành con chip g90t này,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
qua tuyệt máy đẹp pin dùng rất lâu sóng_sánh ổn_định màn_hình trắng sáng ko ám vàng là điểm mọi chức_năng đều ok không có gì phàn_nàn,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
pin trâu cực xài 4g liên_tục từ 100 lúc 6h sáng đến 8h30 còn 24 máy mạnh chiến game tốt cam tạm ổn,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sản_phẩm tốt camera đẹp pin trâu màn_hình đẹp nhân_viên bán hàng nhiệt_tình dễ_thương !,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
chụp hình đẹp loa nghe hay hiệu_năng tốt máy mượt nhưng_mà hơi thất_vọng về khoảng pin khi để qua đêm tụt đến 4 5 nên mình chỉ cho 4 sao,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quá tệ ứng_dụng quá nhiều ko cần_thiết mỗi lần mở là phải chỉnh ánh_sáng màn_hình vàng nhoè vân tay nhận_diện chậm đặc_biệt bluetooth giật giật khó_chịu lần đầu_tiên xài hãng sum sung,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dùng máy đk mấy hôm rồi cảm_nhận bắt wifi hơi kém loa ngoài khá bé ko đk to như ss sóng điện_thoại thì ổn có quả cam chup thiếu sáng thì ảnh xấu máy thich hợp vs phụ_huynh hơn là cac bạn trẻ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
